Date,Region,Malades
2020-05-10,Kedougou,0
2020-05-11,Kedougou,0
2020-05-12,Kedougou,0
2020-05-13,Kedougou,0
2020-05-14,Kedougou,0
2020-05-15,Kedougou,0
2020-05-16,Kedougou,0
2020-05-17,Kedougou,0
2020-05-18,Kedougou,0
2020-05-19,Kedougou,0
2020-05-20,Kedougou,0
2020-05-21,Kedougou,0
2020-05-22,Kedougou,0
2020-05-23,Kedougou,1
2020-05-24,Kedougou,1
2020-05-25,Kedougou,1
2020-05-26,Kedougou,1
2020-05-27,Kedougou,1
2020-05-28,Kedougou,1
2020-05-29,Kedougou,1
2020-05-30,Kedougou,1
2020-05-31,Kedougou,1
2020-06-01,Kedougou,1
2020-06-02,Kedougou,1
2020-06-03,Kedougou,1
2020-06-04,Kedougou,1
2020-06-05,Kedougou,1
2020-06-07,Kedougou,1
2020-06-08,Kedougou,1
2020-06-09,Kedougou,1
2020-06-10,Kedougou,1
2020-06-11,Kedougou,1
2020-06-12,Kedougou,1
2020-06-14,Kedougou,1
2020-06-15,Kedougou,1
2020-06-16,Kedougou,1
2020-06-17,Kedougou,1
2020-06-18,Kedougou,1
2020-06-19,Kedougou,1
2020-06-20,Kedougou,1
2020-06-21,Kedougou,1
2020-06-22,Kedougou,1
2020-06-23,Kedougou,1
2020-06-24,Kedougou,1
2020-06-25,Kedougou,1
2020-06-26,Kedougou,1
2020-06-27,Kedougou,1
2020-06-28,Kedougou,1
2020-06-29,Kedougou,1
2020-06-30,Kedougou,1
2020-07-01,Kedougou,1
2020-07-02,Kedougou,1
2020-07-03,Kedougou,1
2020-07-04,Kedougou,1
2020-07-05,Kedougou,1
2020-07-06,Kedougou,1
2020-07-07,Kedougou,1
2020-07-08,Kedougou,1
2020-07-09,Kedougou,1
2020-07-10,Kedougou,1
2020-07-11,Kedougou,1
2020-07-12,Kedougou,1
2020-07-13,Kedougou,1
2020-07-14,Kedougou,1
2020-07-15,Kedougou,1
2020-07-16,Kedougou,1
2020-07-17,Kedougou,2
2020-07-20,Kedougou,7
2020-07-21,Kedougou,9
2020-07-22,Kedougou,11
2020-07-23,Kedougou,14
2020-07-24,Kedougou,21
2020-07-25,Kedougou,24
2020-07-26,Kedougou,25
2020-07-28,Kedougou,28
2020-07-29,Kedougou,28
2020-07-30,Kedougou,29
2020-08-02,Kedougou,31
2020-08-04,Kedougou,32
2020-08-05,Kedougou,37
2020-08-07,Kedougou,39
2020-08-09,Kedougou,43
2020-08-10,Kedougou,44
2020-08-11,Kedougou,50
2020-08-12,Kedougou,53
2020-08-14,Kedougou,62
2020-08-16,Kedougou,64
2020-08-17,Kedougou,75
2020-08-18,Kedougou,77
2020-08-19,Kedougou,86
2020-08-20,Kedougou,93
2020-08-21,Kedougou,99
2020-08-22,Kedougou,100
2020-08-23,Kedougou,101
2020-08-24,Kedougou,103
2020-08-25,Kedougou,106
2020-08-26,Kedougou,107
2020-08-27,Kedougou,109
2020-08-28,Kedougou,116
2020-08-30,Kedougou,124
2020-08-31,Kedougou,134
2020-09-01,Kedougou,144
2020-09-02,Kedougou,152
2020-09-03,Kedougou,161
2020-09-04,Kedougou,168
2020-09-05,Kedougou,173
2020-09-06,Kedougou,173
2020-09-07,Kedougou,181
2020-09-08,Kedougou,184
2020-09-09,Kedougou,186
2020-09-10,Kedougou,195
2020-09-11,Kedougou,203
2020-09-12,Kedougou,205
2020-09-13,Kedougou,207
2020-09-14,Kedougou,209
2020-09-15,Kedougou,210
2020-09-16,Kedougou,210
2020-09-17,Kedougou,211
2020-09-18,Kedougou,211
2020-09-19,Kedougou,211
2020-09-20,Kedougou,211
2020-09-21,Kedougou,212
2020-09-22,Kedougou,212
2020-09-23,Kedougou,212
2020-09-24,Kedougou,212
2020-09-27,Kedougou,215
2020-09-28,Kedougou,216
2020-09-29,Kedougou,217
2020-09-30,Kedougou,217
2020-10-01,Kedougou,217
2020-10-02,Kedougou,217
2020-10-04,Kedougou,217
2020-10-07,Kedougou,218
2020-10-08,Kedougou,218
2020-10-11,Kedougou,218
2020-10-12,Kedougou,218
2020-10-14,Kedougou,218
2020-10-16,Kedougou,218
2020-10-17,Kedougou,218
2020-10-19,Kedougou,218
2020-10-20,Kedougou,218
2020-03-29,Kolda,0
2020-03-31,Kolda,0
2020-04-01,Kolda,0
2020-04-02,Kolda,0
2020-04-03,Kolda,7
2020-04-04,Kolda,7
2020-04-05,Kolda,7
2020-04-06,Kolda,7
2020-04-07,Kolda,7
2020-04-08,Kolda,7
2020-04-09,Kolda,7
2020-04-10,Kolda,7
2020-04-14,Kolda,7
2020-04-15,Kolda,7
2020-04-16,Kolda,7
2020-04-17,Kolda,7
2020-04-18,Kolda,7
2020-04-19,Kolda,7
2020-04-20,Kolda,7
2020-04-21,Kolda,7
2020-04-22,Kolda,7
2020-04-23,Kolda,7
2020-04-24,Kolda,7
2020-04-25,Kolda,7
2020-04-26,Kolda,8
2020-04-27,Kolda,8
2020-04-28,Kolda,8
2020-04-29,Kolda,8
2020-04-30,Kolda,9
2020-05-01,Kolda,10
2020-05-02,Kolda,13
2020-05-03,Kolda,18
2020-05-04,Kolda,31
2020-05-05,Kolda,43
2020-05-06,Kolda,60
2020-05-07,Kolda,60
2020-05-08,Kolda,64
2020-05-09,Kolda,64
2020-05-10,Kolda,64
2020-05-11,Kolda,64
2020-05-12,Kolda,64
2020-05-13,Kolda,64
2020-05-14,Kolda,64
2020-05-15,Kolda,65
2020-05-16,Kolda,65
2020-05-17,Kolda,65
2020-05-18,Kolda,65
2020-05-19,Kolda,65
2020-05-20,Kolda,70
2020-05-21,Kolda,70
2020-05-22,Kolda,70
2020-05-23,Kolda,70
2020-05-24,Kolda,70
2020-05-25,Kolda,70
2020-05-26,Kolda,70
2020-05-27,Kolda,70
2020-05-28,Kolda,70
2020-05-29,Kolda,70
2020-05-30,Kolda,70
2020-05-31,Kolda,70
2020-06-01,Kolda,70
2020-06-02,Kolda,70
2020-06-03,Kolda,70
2020-06-04,Kolda,70
2020-06-05,Kolda,70
2020-06-07,Kolda,70
2020-06-08,Kolda,70
2020-06-09,Kolda,70
2020-06-10,Kolda,70
2020-06-11,Kolda,70
2020-06-12,Kolda,70
2020-06-14,Kolda,70
2020-06-15,Kolda,70
2020-06-16,Kolda,70
2020-06-17,Kolda,70
2020-06-18,Kolda,70
2020-06-19,Kolda,70
2020-06-20,Kolda,70
2020-06-21,Kolda,70
2020-06-22,Kolda,70
2020-06-23,Kolda,70
2020-06-24,Kolda,71
2020-06-25,Kolda,71
2020-06-26,Kolda,71
2020-06-27,Kolda,71
2020-06-28,Kolda,71
2020-06-29,Kolda,71
2020-06-30,Kolda,71
2020-07-01,Kolda,71
2020-07-02,Kolda,71
2020-07-03,Kolda,71
2020-07-04,Kolda,73
2020-07-05,Kolda,73
2020-07-06,Kolda,73
2020-07-07,Kolda,73
2020-07-08,Kolda,74
2020-07-09,Kolda,74
2020-07-10,Kolda,74
2020-07-11,Kolda,74
2020-07-12,Kolda,74
2020-07-13,Kolda,75
2020-07-14,Kolda,75
2020-07-15,Kolda,75
2020-07-16,Kolda,77
2020-07-17,Kolda,77
2020-07-20,Kolda,78
2020-07-21,Kolda,78
2020-07-22,Kolda,78
2020-07-23,Kolda,78
2020-07-24,Kolda,78
2020-07-25,Kolda,79
2020-07-26,Kolda,79
2020-07-28,Kolda,79
2020-07-29,Kolda,80
2020-07-30,Kolda,81
2020-08-02,Kolda,81
2020-08-04,Kolda,86
2020-08-05,Kolda,87
2020-08-07,Kolda,100
2020-08-09,Kolda,109
2020-08-10,Kolda,110
2020-08-11,Kolda,112
2020-08-12,Kolda,126
2020-08-14,Kolda,138
2020-08-16,Kolda,149
2020-08-17,Kolda,156
2020-08-18,Kolda,158
2020-08-19,Kolda,169
2020-08-20,Kolda,171
2020-08-21,Kolda,181
2020-08-22,Kolda,188
2020-08-23,Kolda,189
2020-08-24,Kolda,190
2020-08-25,Kolda,193
2020-08-26,Kolda,195
2020-08-27,Kolda,197
2020-08-28,Kolda,197
2020-08-30,Kolda,200
2020-08-31,Kolda,200
2020-09-01,Kolda,201
2020-09-02,Kolda,202
2020-09-03,Kolda,202
2020-09-04,Kolda,203
2020-09-05,Kolda,204
2020-09-06,Kolda,204
2020-09-07,Kolda,204
2020-09-08,Kolda,205
2020-09-09,Kolda,206
2020-09-10,Kolda,206
2020-09-11,Kolda,208
2020-09-12,Kolda,208
2020-09-13,Kolda,209
2020-09-14,Kolda,209
2020-09-15,Kolda,209
2020-09-16,Kolda,210
2020-09-17,Kolda,210
2020-09-18,Kolda,210
2020-09-19,Kolda,212
2020-09-20,Kolda,213
2020-09-21,Kolda,213
2020-09-22,Kolda,213
2020-09-23,Kolda,213
2020-09-24,Kolda,213
2020-09-27,Kolda,213
2020-09-28,Kolda,213
2020-09-29,Kolda,213
2020-09-30,Kolda,213
2020-10-01,Kolda,213
2020-10-02,Kolda,213
2020-10-04,Kolda,214
2020-10-07,Kolda,214
2020-10-08,Kolda,215
2020-10-11,Kolda,215
2020-10-12,Kolda,215
2020-10-14,Kolda,215
2020-10-16,Kolda,215
2020-10-17,Kolda,215
2020-10-19,Kolda,215
2020-10-20,Kolda,215
2020-03-29,Louga,0
2020-03-31,Louga,0
2020-04-01,Louga,0
2020-04-02,Louga,0
2020-04-03,Louga,0
2020-04-04,Louga,0
2020-04-05,Louga,0
2020-04-06,Louga,1
2020-04-07,Louga,1
2020-04-08,Louga,2
2020-04-09,Louga,5
2020-04-10,Louga,9
2020-04-14,Louga,27
2020-04-15,Louga,28
2020-04-16,Louga,28
2020-04-17,Louga,28
2020-04-18,Louga,29
2020-04-19,Louga,29
2020-04-20,Louga,29
2020-04-21,Louga,30
2020-04-22,Louga,30
2020-04-23,Louga,30
2020-04-24,Louga,30
2020-04-25,Louga,30
2020-04-26,Louga,30
2020-04-27,Louga,30
2020-04-28,Louga,30
2020-04-29,Louga,30
2020-04-30,Louga,31
2020-05-01,Louga,31
2020-05-02,Louga,31
2020-05-03,Louga,31
2020-05-04,Louga,31
2020-05-05,Louga,31
2020-05-06,Louga,31
2020-05-07,Louga,32
2020-05-08,Louga,32
2020-05-09,Louga,32
2020-05-10,Louga,32
2020-05-11,Louga,32
2020-05-12,Louga,32
2020-05-13,Louga,32
2020-05-14,Louga,32
2020-05-15,Louga,32
2020-05-16,Louga,33
2020-05-17,Louga,33
2020-05-18,Louga,33
2020-05-19,Louga,34
2020-05-20,Louga,38
2020-05-21,Louga,38
2020-05-22,Louga,38
2020-05-23,Louga,38
2020-05-24,Louga,38
2020-05-25,Louga,38
2020-05-26,Louga,38
2020-05-27,Louga,38
2020-05-28,Louga,38
2020-05-29,Louga,38
2020-05-30,Louga,38
2020-05-31,Louga,38
2020-06-01,Louga,38
2020-06-02,Louga,39
2020-06-03,Louga,41
2020-06-04,Louga,41
2020-06-05,Louga,41
2020-06-07,Louga,41
2020-06-08,Louga,41
2020-06-09,Louga,41
2020-06-10,Louga,41
2020-06-11,Louga,41
2020-06-12,Louga,42
2020-06-14,Louga,42
2020-06-15,Louga,42
2020-06-16,Louga,42
2020-06-17,Louga,42
2020-06-18,Louga,42
2020-06-19,Louga,42
2020-06-20,Louga,42
2020-06-21,Louga,42
2020-06-22,Louga,42
2020-06-23,Louga,42
2020-06-24,Louga,42
2020-06-25,Louga,42
2020-06-26,Louga,42
2020-06-27,Louga,42
2020-06-28,Louga,42
2020-06-29,Louga,42
2020-06-30,Louga,42
2020-07-01,Louga,42
2020-07-02,Louga,42
2020-07-03,Louga,42
2020-07-04,Louga,42
2020-07-05,Louga,42
2020-07-06,Louga,42
2020-07-07,Louga,42
2020-07-08,Louga,42
2020-07-09,Louga,42
2020-07-10,Louga,42
2020-07-11,Louga,42
2020-07-12,Louga,42
2020-07-13,Louga,43
2020-07-14,Louga,43
2020-07-15,Louga,43
2020-07-16,Louga,43
2020-07-17,Louga,43
2020-07-20,Louga,46
2020-07-21,Louga,46
2020-07-22,Louga,46
2020-07-23,Louga,47
2020-07-24,Louga,48
2020-07-25,Louga,48
2020-07-26,Louga,48
2020-07-28,Louga,49
2020-07-29,Louga,49
2020-07-30,Louga,50
2020-08-02,Louga,50
2020-08-04,Louga,50
2020-08-05,Louga,50
2020-08-07,Louga,52
2020-08-09,Louga,54
2020-08-10,Louga,55
2020-08-11,Louga,55
2020-08-12,Louga,55
2020-08-14,Louga,55
2020-08-16,Louga,55
2020-08-17,Louga,55
2020-08-18,Louga,55
2020-08-19,Louga,56
2020-08-20,Louga,56
2020-08-21,Louga,57
2020-08-22,Louga,57
2020-08-23,Louga,57
2020-08-24,Louga,57
2020-08-25,Louga,57
2020-08-26,Louga,57
2020-08-27,Louga,57
2020-08-28,Louga,58
2020-08-30,Louga,59
2020-08-31,Louga,59
2020-09-01,Louga,59
2020-09-02,Louga,59
2020-09-03,Louga,59
2020-09-04,Louga,60
2020-09-05,Louga,60
2020-09-06,Louga,60
2020-09-07,Louga,60
2020-09-08,Louga,60
2020-09-09,Louga,60
2020-09-10,Louga,60
2020-09-11,Louga,60
2020-09-12,Louga,60
2020-09-13,Louga,60
2020-09-14,Louga,62
2020-09-15,Louga,62
2020-09-16,Louga,62
2020-09-17,Louga,62
2020-09-18,Louga,62
2020-09-19,Louga,65
2020-09-20,Louga,65
2020-09-21,Louga,65
2020-09-22,Louga,65
2020-09-23,Louga,67
2020-09-24,Louga,67
2020-09-27,Louga,70
2020-09-28,Louga,70
2020-09-29,Louga,70
2020-09-30,Louga,70
2020-10-01,Louga,70
2020-10-02,Louga,70
2020-10-04,Louga,70
2020-10-07,Louga,70
2020-10-08,Louga,70
2020-10-11,Louga,70
2020-10-12,Louga,70
2020-10-14,Louga,70
2020-10-16,Louga,70
2020-10-17,Louga,70
2020-10-19,Louga,70
2020-10-20,Louga,72
2020-03-29,Matam,0
2020-03-31,Matam,0
2020-04-01,Matam,0
2020-04-02,Matam,0
2020-04-03,Matam,0
2020-04-04,Matam,0
2020-04-05,Matam,0
2020-04-06,Matam,0
2020-04-07,Matam,0
2020-04-08,Matam,0
2020-04-09,Matam,0
2020-04-10,Matam,0
2020-04-14,Matam,0
2020-04-15,Matam,0
2020-04-16,Matam,0
2020-04-17,Matam,0
2020-04-18,Matam,0
2020-04-19,Matam,0
2020-04-20,Matam,0
2020-04-21,Matam,0
2020-04-22,Matam,0
2020-04-23,Matam,0
2020-04-24,Matam,0
2020-04-25,Matam,0
2020-04-26,Matam,0
2020-04-27,Matam,0
2020-04-28,Matam,0
2020-04-29,Matam,0
2020-04-30,Matam,0
2020-05-01,Matam,0
2020-05-02,Matam,0
2020-05-03,Matam,0
2020-05-04,Matam,0
2020-05-05,Matam,0
2020-05-06,Matam,0
2020-05-07,Matam,0
2020-05-08,Matam,0
2020-05-09,Matam,0
2020-05-10,Matam,0
2020-05-11,Matam,0
2020-05-12,Matam,0
2020-05-13,Matam,0
2020-05-14,Matam,0
2020-05-15,Matam,0
2020-05-16,Matam,0
2020-05-17,Matam,0
2020-05-18,Matam,0
2020-05-19,Matam,0
2020-05-20,Matam,0
2020-05-21,Matam,0
2020-05-22,Matam,0
2020-05-23,Matam,0
2020-05-24,Matam,0
2020-05-25,Matam,0
2020-05-26,Matam,0
2020-05-27,Matam,0
2020-05-28,Matam,0
2020-05-29,Matam,0
2020-05-30,Matam,0
2020-05-31,Matam,0
2020-06-01,Matam,1
2020-06-02,Matam,1
2020-06-03,Matam,1
2020-06-04,Matam,4
2020-06-05,Matam,5
2020-06-07,Matam,5
2020-06-08,Matam,5
2020-06-09,Matam,5
2020-06-10,Matam,9
2020-06-11,Matam,9
2020-06-12,Matam,11
2020-06-14,Matam,12
2020-06-15,Matam,13
2020-06-16,Matam,13
2020-06-17,Matam,15
2020-06-18,Matam,15
2020-06-19,Matam,15
2020-06-20,Matam,16
2020-06-21,Matam,16
2020-06-22,Matam,16
2020-06-23,Matam,16
2020-06-24,Matam,32
2020-06-25,Matam,32
2020-06-26,Matam,32
2020-06-27,Matam,32
2020-06-28,Matam,35
2020-06-29,Matam,35
2020-06-30,Matam,35
2020-07-01,Matam,35
2020-07-02,Matam,35
2020-07-03,Matam,35
2020-07-04,Matam,35
2020-07-05,Matam,35
2020-07-06,Matam,35
2020-07-07,Matam,35
2020-07-08,Matam,35
2020-07-09,Matam,35
2020-07-10,Matam,35
2020-07-11,Matam,35
2020-07-12,Matam,35
2020-07-13,Matam,35
2020-07-14,Matam,35
2020-07-15,Matam,35
2020-07-16,Matam,35
2020-07-17,Matam,35
2020-07-20,Matam,35
2020-07-21,Matam,35
2020-07-22,Matam,35
2020-07-23,Matam,36
2020-07-24,Matam,40
2020-07-25,Matam,53
2020-07-26,Matam,53
2020-07-28,Matam,55
2020-07-29,Matam,55
2020-07-30,Matam,55
2020-08-02,Matam,55
2020-08-04,Matam,55
2020-08-05,Matam,55
2020-08-07,Matam,55
2020-08-09,Matam,55
2020-08-10,Matam,55
2020-08-11,Matam,55
2020-08-12,Matam,57
2020-08-14,Matam,59
2020-08-16,Matam,61
2020-08-17,Matam,61
2020-08-18,Matam,63
2020-08-19,Matam,65
2020-08-20,Matam,65
2020-08-21,Matam,69
2020-08-22,Matam,69
2020-08-23,Matam,69
2020-08-24,Matam,69
2020-08-25,Matam,69
2020-08-26,Matam,72
2020-08-27,Matam,72
2020-08-28,Matam,72
2020-08-30,Matam,72
2020-08-31,Matam,72
2020-09-01,Matam,76
2020-09-02,Matam,78
2020-09-03,Matam,78
2020-09-04,Matam,80
2020-09-05,Matam,80
2020-09-06,Matam,80
2020-09-07,Matam,80
2020-09-08,Matam,80
2020-09-09,Matam,80
2020-09-10,Matam,80
2020-09-11,Matam,80
2020-09-12,Matam,80
2020-09-13,Matam,80
2020-09-14,Matam,80
2020-09-15,Matam,80
2020-09-16,Matam,80
2020-09-17,Matam,80
2020-09-18,Matam,80
2020-09-19,Matam,80
2020-09-20,Matam,80
2020-09-21,Matam,80
2020-09-22,Matam,80
2020-09-23,Matam,80
2020-09-24,Matam,80
2020-09-27,Matam,80
2020-09-28,Matam,80
2020-09-29,Matam,80
2020-09-30,Matam,82
2020-10-01,Matam,84
2020-10-02,Matam,84
2020-10-04,Matam,84
2020-10-07,Matam,84
2020-10-08,Matam,84
2020-10-11,Matam,84
2020-10-12,Matam,84
2020-10-14,Matam,86
2020-10-16,Matam,88
2020-10-17,Matam,88
2020-10-19,Matam,92
2020-10-20,Matam,92
2020-03-29,Saint Louis,2
2020-03-31,Saint Louis,2
2020-04-01,Saint Louis,3
2020-04-02,Saint Louis,3
2020-04-03,Saint Louis,3
2020-04-04,Saint Louis,5
2020-04-05,Saint Louis,5
2020-04-06,Saint Louis,5
2020-04-07,Saint Louis,5
2020-04-08,Saint Louis,5
2020-04-09,Saint Louis,5
2020-04-10,Saint Louis,5
2020-04-14,Saint Louis,5
2020-04-15,Saint Louis,5
2020-04-16,Saint Louis,5
2020-04-17,Saint Louis,5
2020-04-18,Saint Louis,5
2020-04-19,Saint Louis,5
2020-04-20,Saint Louis,5
2020-04-21,Saint Louis,5
2020-04-22,Saint Louis,5
2020-04-23,Saint Louis,5
2020-04-24,Saint Louis,5
2020-04-25,Saint Louis,5
2020-04-26,Saint Louis,5
2020-04-27,Saint Louis,5
2020-04-28,Saint Louis,5
2020-04-29,Saint Louis,5
2020-04-30,Saint Louis,5
2020-05-01,Saint Louis,6
2020-05-02,Saint Louis,6
2020-05-03,Saint Louis,7
2020-05-04,Saint Louis,7
2020-05-05,Saint Louis,7
2020-05-06,Saint Louis,7
2020-05-07,Saint Louis,7
2020-05-08,Saint Louis,7
2020-05-09,Saint Louis,7
2020-05-10,Saint Louis,7
2020-05-11,Saint Louis,7
2020-05-12,Saint Louis,7
2020-05-13,Saint Louis,7
2020-05-14,Saint Louis,7
2020-05-15,Saint Louis,7
2020-05-16,Saint Louis,7
2020-05-17,Saint Louis,7
2020-05-18,Saint Louis,7
2020-05-19,Saint Louis,7
2020-05-20,Saint Louis,7
2020-05-21,Saint Louis,7
2020-05-22,Saint Louis,7
2020-05-23,Saint Louis,7
2020-05-24,Saint Louis,7
2020-05-25,Saint Louis,7
2020-05-26,Saint Louis,7
2020-05-27,Saint Louis,7
2020-05-28,Saint Louis,7
2020-05-29,Saint Louis,7
2020-05-30,Saint Louis,7
2020-05-31,Saint Louis,7
2020-06-01,Saint Louis,7
2020-06-02,Saint Louis,7
2020-06-03,Saint Louis,7
2020-06-04,Saint Louis,7
2020-06-05,Saint Louis,7
2020-06-07,Saint Louis,7
2020-06-08,Saint Louis,7
2020-06-09,Saint Louis,7
2020-06-10,Saint Louis,7
2020-06-11,Saint Louis,8
2020-06-12,Saint Louis,8
2020-06-14,Saint Louis,8
2020-06-15,Saint Louis,9
2020-06-16,Saint Louis,9
2020-06-17,Saint Louis,10
2020-06-18,Saint Louis,10
2020-06-19,Saint Louis,10
2020-06-20,Saint Louis,10
2020-06-21,Saint Louis,10
2020-06-22,Saint Louis,10
2020-06-23,Saint Louis,10
2020-06-24,Saint Louis,10
2020-06-25,Saint Louis,10
2020-06-26,Saint Louis,10
2020-06-27,Saint Louis,19
2020-06-28,Saint Louis,22
2020-06-29,Saint Louis,23
2020-06-30,Saint Louis,24
2020-07-01,Saint Louis,24
2020-07-02,Saint Louis,24
2020-07-03,Saint Louis,24
2020-07-04,Saint Louis,24
2020-07-05,Saint Louis,24
2020-07-06,Saint Louis,26
2020-07-07,Saint Louis,26
2020-07-08,Saint Louis,26
2020-07-09,Saint Louis,28
2020-07-10,Saint Louis,28
2020-07-11,Saint Louis,29
2020-07-12,Saint Louis,31
2020-07-13,Saint Louis,31
2020-07-14,Saint Louis,33
2020-07-15,Saint Louis,34
2020-07-16,Saint Louis,34
2020-07-17,Saint Louis,39
2020-07-20,Saint Louis,43
2020-07-21,Saint Louis,44
2020-07-22,Saint Louis,50
2020-07-23,Saint Louis,50
2020-07-24,Saint Louis,55
2020-07-25,Saint Louis,57
2020-07-26,Saint Louis,67
2020-07-28,Saint Louis,70
2020-07-29,Saint Louis,71
2020-07-30,Saint Louis,78
2020-08-02,Saint Louis,81
2020-08-04,Saint Louis,83
2020-08-05,Saint Louis,89
2020-08-07,Saint Louis,103
2020-08-09,Saint Louis,116
2020-08-10,Saint Louis,119
2020-08-11,Saint Louis,123
2020-08-12,Saint Louis,139
2020-08-14,Saint Louis,154
2020-08-16,Saint Louis,163
2020-08-17,Saint Louis,177
2020-08-18,Saint Louis,177
2020-08-19,Saint Louis,183
2020-08-20,Saint Louis,191
2020-08-21,Saint Louis,194
2020-08-22,Saint Louis,202
2020-08-23,Saint Louis,208
2020-08-24,Saint Louis,211
2020-08-25,Saint Louis,213
2020-08-26,Saint Louis,220
2020-08-27,Saint Louis,222
2020-08-28,Saint Louis,225
2020-08-30,Saint Louis,239
2020-08-31,Saint Louis,240
2020-09-01,Saint Louis,248
2020-09-02,Saint Louis,251
2020-09-03,Saint Louis,251
2020-09-04,Saint Louis,252
2020-09-05,Saint Louis,256
2020-09-06,Saint Louis,256
2020-09-07,Saint Louis,258
2020-09-08,Saint Louis,259
2020-09-09,Saint Louis,261
2020-09-10,Saint Louis,262
2020-09-11,Saint Louis,264
2020-09-12,Saint Louis,264
2020-09-13,Saint Louis,265
2020-09-14,Saint Louis,267
2020-09-15,Saint Louis,268
2020-09-16,Saint Louis,268
2020-09-17,Saint Louis,270
2020-09-18,Saint Louis,273
2020-09-19,Saint Louis,276
2020-09-20,Saint Louis,278
2020-09-21,Saint Louis,280
2020-09-22,Saint Louis,280
2020-09-23,Saint Louis,281
2020-09-24,Saint Louis,284
2020-09-27,Saint Louis,286
2020-09-28,Saint Louis,286
2020-09-29,Saint Louis,286
2020-09-30,Saint Louis,287
2020-10-01,Saint Louis,291
2020-10-02,Saint Louis,291
2020-10-04,Saint Louis,292
2020-10-07,Saint Louis,295
2020-10-08,Saint Louis,295
2020-10-11,Saint Louis,297
2020-10-12,Saint Louis,297
2020-10-14,Saint Louis,297
2020-10-16,Saint Louis,297
2020-10-17,Saint Louis,297
2020-10-19,Saint Louis,297
2020-10-20,Saint Louis,298
2020-03-29,Sedhiou,0
2020-03-31,Sedhiou,0
2020-04-01,Sedhiou,0
2020-04-02,Sedhiou,0
2020-04-03,Sedhiou,0
2020-04-04,Sedhiou,0
2020-04-05,Sedhiou,0
2020-04-06,Sedhiou,0
2020-04-07,Sedhiou,0
2020-04-08,Sedhiou,0
2020-04-09,Sedhiou,0
2020-04-10,Sedhiou,0
2020-04-14,Sedhiou,0
2020-04-15,Sedhiou,0
2020-04-16,Sedhiou,0
2020-04-17,Sedhiou,0
2020-04-18,Sedhiou,0
2020-04-19,Sedhiou,0
2020-04-20,Sedhiou,0
2020-04-21,Sedhiou,0
2020-04-22,Sedhiou,0
2020-04-23,Sedhiou,0
2020-04-24,Sedhiou,0
2020-04-25,Sedhiou,0
2020-04-26,Sedhiou,0
2020-04-27,Sedhiou,1
2020-04-28,Sedhiou,26
2020-04-29,Sedhiou,26
2020-04-30,Sedhiou,35
2020-05-01,Sedhiou,58
2020-05-02,Sedhiou,60
2020-05-03,Sedhiou,60
2020-05-04,Sedhiou,68
2020-05-05,Sedhiou,68
2020-05-06,Sedhiou,76
2020-05-07,Sedhiou,76
2020-05-08,Sedhiou,79
2020-05-09,Sedhiou,84
2020-05-10,Sedhiou,84
2020-05-11,Sedhiou,88
2020-05-12,Sedhiou,88
2020-05-13,Sedhiou,90
2020-05-14,Sedhiou,90
2020-05-15,Sedhiou,96
2020-05-16,Sedhiou,96
2020-05-17,Sedhiou,96
2020-05-18,Sedhiou,96
2020-05-19,Sedhiou,96
2020-05-20,Sedhiou,98
2020-05-21,Sedhiou,104
2020-05-22,Sedhiou,104
2020-05-23,Sedhiou,104
2020-05-24,Sedhiou,104
2020-05-25,Sedhiou,104
2020-05-26,Sedhiou,104
2020-05-27,Sedhiou,104
2020-05-28,Sedhiou,104
2020-05-29,Sedhiou,104
2020-05-30,Sedhiou,104
2020-05-31,Sedhiou,104
2020-06-01,Sedhiou,104
2020-06-02,Sedhiou,104
2020-06-03,Sedhiou,104
2020-06-04,Sedhiou,104
2020-06-05,Sedhiou,110
2020-06-07,Sedhiou,116
2020-06-08,Sedhiou,116
2020-06-09,Sedhiou,116
2020-06-10,Sedhiou,117
2020-06-11,Sedhiou,117
2020-06-12,Sedhiou,117
2020-06-14,Sedhiou,118
2020-06-15,Sedhiou,118
2020-06-16,Sedhiou,118
2020-06-17,Sedhiou,118
2020-06-18,Sedhiou,118
2020-06-19,Sedhiou,118
2020-06-20,Sedhiou,118
2020-06-21,Sedhiou,118
2020-06-22,Sedhiou,118
2020-06-23,Sedhiou,118
2020-06-24,Sedhiou,118
2020-06-25,Sedhiou,118
2020-06-26,Sedhiou,118
2020-06-27,Sedhiou,118
2020-06-28,Sedhiou,118
2020-06-29,Sedhiou,118
2020-06-30,Sedhiou,118
2020-07-01,Sedhiou,118
2020-07-02,Sedhiou,118
2020-07-03,Sedhiou,118
2020-07-04,Sedhiou,118
2020-07-05,Sedhiou,118
2020-07-06,Sedhiou,118
2020-07-07,Sedhiou,118
2020-07-08,Sedhiou,118
2020-07-09,Sedhiou,118
2020-07-10,Sedhiou,118
2020-07-11,Sedhiou,118
2020-07-12,Sedhiou,118
2020-07-13,Sedhiou,118
2020-07-14,Sedhiou,118
2020-07-15,Sedhiou,118
2020-07-16,Sedhiou,118
2020-07-17,Sedhiou,118
2020-07-20,Sedhiou,118
2020-07-21,Sedhiou,118
2020-07-22,Sedhiou,118
2020-07-23,Sedhiou,118
2020-07-24,Sedhiou,118
2020-07-25,Sedhiou,120
2020-07-26,Sedhiou,120
2020-07-28,Sedhiou,120
2020-07-29,Sedhiou,121
2020-07-30,Sedhiou,121
